42
'F110W'           100.d0	10
'F160W'           100.d0	10
'nacoH'             1.d0	10
'nacoJ'             1.d0	10
'nacoK'             1.d0	10
'nacoLp'            1.d0	15	
'nacoMp'            1.d0	15
'trecsQa'           1.d0	25
'trecsSi2'          1.d0	15
'F187N'             1.d0	10
'F222N'             1.d0	10
